# Preprocessed by replacing every named entities by their label, directly in the text
science_related,scientific_claim,scientific_reference,scientific_context,tokens
1,0.0,1.0,1.0,hashtag eurekamag cucumber mosaic virus associate rna ii translation wheat germ protein synthesis system url
1,1.0,0.0,0.0,hashtag severe fibromyalgia symptom link obesity weight gain url url
1,0.0,1.0,1.0,hashtag eurekamag chromosome relationship lolium festuca gramineae url
1,0.0,1.0,1.0,hashtag eurekamag binding vitamin rat transcobalamin ii free vitamin plasma membrane isolate rat url
0,0.0,0.0,0.0,big finish podcast big finish day part number nicholas briggs report last weekend url hashtag drwho hashtag doctorwho
0,0.0,0.0,0.0,people please just stop complain get life emoticon
1,1.0,0.0,0.0,know hashtag highbloodpressure cause hashtag erectiledysfunction hashtag menshealth url url
1,1.0,1.0,1.0,hashtag eurekamag influence dietary protein susceptibility alert downer syndrome url
1,0.0,1.0,1.0,hashtag eurekamag translation long live messenger ribonucleic acid dry seed url
0,0.0,0.0,0.0,person person person maybe be romance begin just old friend hang
0,0.0,0.0,0.0,small tribe w big voice vows stop chinese oil drilling amazon url hashtag keepitintheground url
0,0.0,0.0,0.0,person retweet support world vision education children person hashtag globalgoodemiwin url
1,0.0,1.0,1.0,interesting work do boston identify way cancer develop url hashtag beatcancer hashtag melanoma
0,0.0,0.0,0.0,excellent also recommend dishonest goldsmith g hashtag selgin url url
0,0.0,0.0,0.0,mesut özil reject new contract hashtag arsenal ready quit barcelona claim report spain url
0,0.0,0.0,0.0,nfl salary cap expect increase number money url
1,1.0,0.0,0.0,good pass often lead good shot extra pass often lead great shot hashtag selfless hashtag assist
0,0.0,0.0,0.0,last day vibe affect today come join journey moon back am url
1,0.0,1.0,1.0,get extra day do your read susheila nasta intro late issue url
1,0.0,1.0,1.0,put survivor life health risk say report return abuser url
0,0.0,0.0,0.0,final years pg look career support summer person url
1,1.0,0.0,0.0,proper preparation prevent poor performance
1,0.0,1.0,1.0,magnetic resonance imaging finding giant cell arteritis url hashtag oftalmologia
0,0.0,0.0,0.0,brief analysis change pickup price last year url
0,0.0,0.0,0.0,scene almost guarantee cause acrophobia love film hashtag cliffhanger url
0,0.0,0.0,0.0,vice always house big bruh run emoticon search guns n drugs mane shit fun
1,0.0,0.0,1.0,brexit implication life science url
1,1.0,1.0,1.0,strawberry help prevent type number diabetes say study url
0,0.0,0.0,0.0,so mother tell girl study psychology happy meet talk psycho
0,0.0,0.0,0.0,scary horse dog win support wen beat hindus hindus find support wen beaten slaughter butcher dog
1,0.0,1.0,1.0,cga non specialist url person person hashtag
0,0.0,0.0,0.0,person bulk sms solution allow business communication mobile marketing url url
1,0.0,0.0,1.0,person shape future science find april url url
1,0.0,1.0,1.0,mechanism metformin tale sites free url
1,1.0,1.0,1.0,violence lead death americans yr old person research youth violence prevention url
0,0.0,0.0,0.0,sweep lead number arrests foiled plot paris brussels connection najim laachraoui blow himsel url
1,1.0,1.0,1.0,person rare variant find raise hdl cholesterol increase risk coronary heart disease url
0,0.0,0.0,0.0,nurse practitioner physician a hashtag newauburn wi url get nephrology jobs hashtag nephrology hashtag job hashtag job hashtag getalljobs
1,1.0,1.0,1.0,go vegetarian save life planet url
1,1.0,1.0,1.0,nanotechnology new weapon fight cancer url
0,0.0,0.0,0.0,person person person listen gospel radio station couple hour confirmation bias so obvious
0,0.0,0.0,0.0,today city light civic centre clock tower blue support autism awareness learn more url
1,0.0,1.0,1.0,ask giant bone crush weasel relative extinct thankfully url person url
1,1.0,0.0,0.0,employment change life someone disability url
1,1.0,0.0,0.0,benefit music stress relief boost immunity reduce heart disease enhance emotional strength boost self esteem
0,0.0,0.0,0.0,tired us politic too support true monster day reach stretch goal url url
0,0.0,0.0,0.0,hashtag devops engineer hashtag informationtechnology hashtag mclean hashtag rnjobs hashtag txjobs hashtag hiring hashtag jobopening hashtag rtjobs apply url
1,1.0,0.0,0.0,volume caps pills male sex enhancement increase semen massive load more libido bid now url url
1,1.0,1.0,1.0,small brain raven crow just as clever chimp url
0,0.0,0.0,0.0,indian premier league number beleaguered r ashwin find support spin legend muttiah muralitharan tough url
0,0.0,0.0,0.0,pls rt support hashtag grandson vet friend certainly support hashtag specialneed child url
0,0.0,0.0,0.0,bangladesh government enable extremism kingston whig standard url
0,0.0,0.0,0.0,wardrobe malfunction lead embarrassing bare incident weekend ufc action url
0,0.0,0.0,0.0,losangele step up number hashtag adopt a homeless shelter hashtag pets visit la county animal care center hashtag dogs hashtag cat url
1,1.0,1.0,1.0,highway noise deter communication bird url
1,1.0,1.0,1.0,woman worried man do same job high pay accord report person url
0,0.0,0.0,0.0,antique rooster trade sign door stop original paint embossed work url url
0,0.0,0.0,0.0,person yeah awesome guarantee win number player play bad affect rest
0,0.0,0.0,0.0,only true love first sight love deen love because allah god
1,1.0,0.0,1.0,accord number study man feel decrease sexual attraction scent tear
0,0.0,0.0,0.0,let stop texte people back emoticon emoticon
0,0.0,0.0,0.0,person dove stop torture animal plz sign url
0,0.0,0.0,0.0,person target end product root penalise rest continue
1,0.0,1.0,1.0,strange familiar forgotten fascinating read consciousness memory sense self arise url
0,0.0,0.0,0.0,buhari year apc legal adviser say party stop undemocratic practices url url
0,0.0,0.0,0.0,pony choke frothing beat overworked overload awareness need raise stop suffering url
0,0.0,0.0,0.0,want reevaluate expensive private school education too apparently bit light english research url
0,0.0,0.0,0.0,husband die soon care leave wreck url
0,0.0,0.0,0.0,person hashtag competition treat emoticon emoticon
1,1.0,1.0,1.0,hashtag renewableenergy surge record level world url url
0,0.0,0.0,0.0,point now understand plant temperament vulnerable also strong become hashtag precision hashtag agtech
0,0.0,0.0,0.0,rotiboy bakeryshop person low ground hashtag rotiboy hashtag bakery hashtag bakeshop hashtag promo hashtag onebelpark url
0,0.0,0.0,0.0,use code noguns url number percent hashtag tea sale go prevent gun violence promote hashtag guncontrolnow url
1,0.0,0.0,1.0,war science win greg laden blog thinker writer ind url hashtag science hashtag ntld
0,0.0,0.0,0.0,hashtag junior devops engineer hashtag job hashtag jobsearch hashtag new york hashtag ny new york interested join late sta url
0,0.0,0.0,0.0,halo war number have mouse support xbox number url
1,1.0,1.0,1.0,topical application antiretroviral drug combination prevent transmission url url
0,0.0,0.0,0.0,emoticon tweetsheet emoticon petitions part number emoticon support fight slaughter hashtag southkorea url url
0,0.0,0.0,0.0,sale support artist please read just card campaign matter so much person url
0,0.0,0.0,0.0,somalia army reports killing number al shabab militants url
1,0.0,1.0,1.0,number state become leader manage revenue volatility url url
0,0.0,0.0,0.0,rouge bat second reason furrie thing next lola bunny animal version morrigan aensland url
0,0.0,0.0,0.0,hashtag met unlikely trade shortstop prospect amed rosario year deadline report marc carig newsday
0,0.0,0.0,0.0,edmonton city councillor support basement suite duplex infill home url
0,0.0,0.0,0.0,islam isis muslim obamas brotherhood treat woman person take number money country url
0,0.0,0.0,0.0,person need oral history laker let get away
0,0.0,0.0,0.0,asymmetrical matter url hashtag science url
0,0.0,0.0,0.0,bizarre hashtag may become pm say hashtag tory mp member hashtag corbyn un electable pm widespread support member
0,0.0,0.0,0.0,ran propane halfway grilling horror story
0,0.0,0.0,0.0,url concrete ark house float facilitate natural rainwater runoff hashtag greenclean
1,1.0,0.0,0.0,q connection shellfish allergy iodine wilderness medical associates international url
0,0.0,0.0,0.0,montgomery commander allied ground force d day probably like know nato support ukraine nazis url
0,0.0,0.0,0.0,art hand never execute high heart inspire waldo emerson
0,0.0,0.0,0.0,hashtag promocave book news update amy schumer stop naperville book tour url hashtag book
0,0.0,0.0,0.0,chaotic tour end cancellation cap nightmare tour united person report url url
1,1.0,0.0,0.0,adverse hashtag effects hashtag hashtag marijuana hashtag cannabis hashtag seed hashtag sale hashtag hashtag hashtag grow hashtag cannabis hashtag indoors url
1,0.0,1.0,1.0,incredible brain simone biles url url url
1,1.0,0.0,1.0,sars china help ramp us medical intelligence program url
0,0.0,0.0,0.0,tennis support theory though murray carry nation here url
1,1.0,0.0,0.0,read facebook comment minute scientifically prove drop iq number percent
1,1.0,0.0,0.0,change essential growth leadership holy spirit become url
0,0.0,0.0,0.0,arianne phosphate report corporate financial result second quarter url hashtag investorsbuz rt
0,0.0,0.0,0.0,hilarious article base scary url
1,1.0,0.0,0.0,technology stop snore forever url
0,0.0,0.0,0.0,only people stop interfere other people business emoticon emoticon emoticon emoticon emoticon emoticon emoticon emoticon
0,0.0,0.0,0.0,submit google classroom save drive hw edmodo note google classroom go google docs url
0,0.0,0.0,0.0,suggestion order cake reason next year so learn celebrate pie url
1,0.0,1.0,1.0,danish datum fantastic australian collaborator look traumatic non traumatic neck pain url
0,0.0,0.0,0.0,roller coaster stops bethany cancer journey hashtag relationships url hashtag enovaaw hashtag kindleunl url
0,0.0,0.0,0.0,firmware update bring hdr support url url
0,0.0,0.0,0.0,person person person smoke adolescence multiple decade seem problem
0,0.0,0.0,0.0,so hence prove review stop good movie hashtag irumugan hashtag inkokkadu hashtag chiyaan
0,0.0,0.0,0.0,person person denial high blood sugar please number get help
0,0.0,0.0,0.0,person d have get score stop number
0,0.0,0.0,0.0,nbc matter people like damn already lester need get debate stop wallflower
0,0.0,0.0,0.0,break news snake stop bullet train url
0,0.0,0.0,0.0,hashtag umpquacares campaign promote act kindness year shoot katu url hashtag kindness
0,0.0,0.0,0.0,today woman spend enough time money fret pointlessly random body part brow health url
0,0.0,0.0,0.0,hashtag breaking gas leak lead explosion northern new jersey url url
0,0.0,0.0,0.0,amazon ecs now support automate task image cleanup url url
1,1.0,0.0,0.0,cool therapy help cardiac arrest patient url
0,0.0,0.0,0.0,company move scottsdale affect number employee url url
0,0.0,0.0,0.0,person trading beginner expert support link person
1,0.0,1.0,1.0,empower peace service provision state legitimacy hashtag nepal peace building process url url
0,0.0,0.0,0.0,lead ios engineer jobs santa monica ca hashtag santamonica hashtag ca hashtag job hashtag jobsearch url
0,0.0,0.0,0.0,person october wear jean support pediatric patient person interest call number url
0,0.0,0.0,0.0,instead blabbering arnab ask modi ban import china support pak just antinational hashtag whytalktopak
0,0.0,0.0,0.0,hashtag hillarybecause racist cop use force stop violent thug rape murder
0,0.0,0.0,0.0,hashtag inkigayo start number min please play word m v increase count last minute hashtag sechskie url
0,0.0,0.0,0.0,find sunscreen strong enough prevent bust flame outside hashtag everydayvampireproblem
0,0.0,0.0,0.0,person release dynamic content ad standard aim increase relevancy ad deliver consumer url
0,0.0,0.0,0.0,creative way increase success rate cold calling yoram url
0,0.0,0.0,0.0,prolab recruit optical networking role uk url us url hashtag optical career url
1,1.0,0.0,0.0,matt ridley climate policy do more harm good url
0,0.0,0.0,0.0,sometimes pray patient go long way add feeling support hashtag healthxph url
0,0.0,0.0,0.0,muslims insult call ignorant pain inflict url ignorant do knowingly
0,0.0,0.0,0.0,hashtag devil tweets cory make huge stop number remain regulation hashtag tblvsnjd url hashtag nhl url
1,1.0,0.0,0.0,number lie tell man decrease significantly woman stop ask question
1,1.0,1.0,1.0,hashtag sepsis complication infection deadly person report more here url person
1,1.0,1.0,1.0,collaborative care support planning key approach respond people multimorbidity person url
1,1.0,1.0,1.0,rt bbcsciencenews database help plant right tree right place url
0,0.0,0.0,0.0,hashtag canada deeply sadden step take withdraw court encourage african voice speak support hashtag icc hashtag
0,0.0,0.0,0.0,so person launch stinging attack john mcdonnell say labour accept brexit trade union support crew
0,0.0,0.0,0.0,open graffiti request iphone intersection franklin st market st url url
0,0.0,0.0,0.0,dude defense running prevent again play sideline keep get outta bound stop clock
0,0.0,0.0,0.0,number only day off week brave cold stay day relax have ice cream treat
0,0.0,0.0,0.0,number technique agent use get real estate lead url total luxury dream home reality hashtag didi
0,0.0,0.0,0.0,let us join mind stop spread hiv world hashtag hashtag worldaids hashtag tikambe
1,1.0,0.0,0.0,indian real estate see increase number mn unit number city next year url
1,1.0,0.0,0.0,number way subscription box service increase customer retention url
1,1.0,0.0,0.0,so israels reason attack murder destruction palestinian people simply hate ethnic cleansing url
1,0.0,1.0,1.0,url
1,0.0,1.0,1.0,satellite tell animal fare change climate person url hashtag climatechange hashtag biodiversity url
0,0.0,0.0,0.0,department transportation proposes mandatory talk car technology prevent c url url
0,0.0,0.0,0.0,hashtag thursdaythoughts liberals need stop cry baby spoiled brat comedy grow url
1,0.0,1.0,1.0,engineering rice waste less fertilizer url url
1,1.0,0.0,0.0,rt healingmb stress stretching reduce stress increase circulation reduce pain hashtag healing hashtag yoga url
0,0.0,0.0,0.0,forex dollar broadly low fed meeting minute url hashtag forex
0,0.0,0.0,0.0,volunteer come punjab person movement support aap hat love punjab url
1,1.0,0.0,0.0,pain change people
0,0.0,0.0,0.0,person world tour make pit stop chicago person write url
1,1.0,0.0,0.0,happy less sleep require function everyday life sadness increase urge sleep more
1,1.0,1.0,1.0,harvard research estimate hashtag aca repeal cause number people die year otherwise live url
1,1.0,0.0,0.0,conservative know legally take abortion go actually stop people get abortion
0,0.0,0.0,0.0,international student person come meet international student support team thursday quiz scottish food meet new people url
1,0.0,1.0,1.0,china struggle top andrew nathan new york review books url
0,0.0,0.0,0.0,apple reports record first quarter result url
0,0.0,0.0,0.0,cownose ray beat bats suffocated fishermen stop slaughter url person
0,0.0,0.0,0.0,person person good then spare pile irrelevant research
0,0.0,0.0,0.0,hashtag fedex stop transport dolphin air carrier dolphin trade die hashtag opseaworld url
0,0.0,0.0,0.0,japan new regulations affect bitcoin exchange japan recently overtake us china url hashtag bitcoin
1,0.0,1.0,1.0,hashtag prnewswire additional result pivotal ra beam study publish new england url
0,0.0,0.0,0.0,person person obviously hashtag number ask recommendation lead future bill legilslation do trump hashtag sigh
0,0.0,0.0,0.0,poll support hashtag marijuana grow weed hashtag texas hashtag warondrug url
0,0.0,0.0,0.0,late times report call trump team russia url
1,1.0,1.0,1.0,innovation infection control mathematics support new way classify virus base structure url
0,0.0,0.0,0.0,person carpet amazing great support british industry
0,0.0,0.0,0.0,person stop false name call debate rationally instead play card
0,0.0,0.0,0.0,please give hashtag ff person work child young people family promote healthy lifestyle url
1,1.0,1.0,1.0,future medical perspective gut bacteria revolutionise hashtag medicine url person person person url
0,0.0,0.0,0.0,train always stop track morning people have place emoticon emoticon
1,1.0,0.0,0.0,hashtag number rapidketosis premium exogenous ketone supplement weight loss never easy url hashtag prepare hashtag food
0,0.0,0.0,0.0,trump promise number large military buildup ever number percent increase obama budget barely buildup let alone large
1,1.0,0.0,0.0,number fear illness poverty national disgrace also cause huge number live perpetual state stress
0,0.0,0.0,0.0,person ugh really mezzo drama root always same really grow at all yeah pythag arc pls
0,0.0,0.0,0.0,papehal congrat spm candidate tak kisah la dapat result macam mana pun keep move success stop here
0,0.0,0.0,0.0,number people today support person proud represent borough url
0,0.0,0.0,0.0,doj announce file federal corruption charge philadelphia da afternoon inquirer report url
0,0.0,0.0,0.0,know offer residentially base masters program learn more here url url
1,1.0,1.0,1.0,methane hydrate killer earth great mass extinction url warning hashtag elsevier malicious company
0,0.0,0.0,0.0,police band together show support officer charge abdi death url hashtag ottnews hashtag ottawa url
1,0.0,1.0,1.0,power science amazing url
1,1.0,1.0,1.0,feminism get close hashtag neoliberalism hashtag capitalism today nanette funk challenge nancy fraser url
0,0.0,0.0,0.0,california take step protect stanislaus tuolumne merced low san joaquin rivers url
0,0.0,0.0,0.0,person person report passenger remove flight replace united airlines staff url url
0,0.0,0.0,0.0,person person correction stupid people vt support trump clinton get number percent hashtag trump get utterly embarrassing number percent vote most vters smart
1,1.0,0.0,0.0,myth warm increase vertical jump true false hashtag nba see url url
0,0.0,0.0,0.0,goper sign dems get dem support just smart politic minority party get thing do more bipartisan url
1,1.0,0.0,0.0,seek perfection trading lead massive loss url
1,1.0,0.0,0.0,student athlete different specie url
0,0.0,0.0,0.0,go economist
0,0.0,0.0,0.0,remember lib attack person conceal carry stance right again man stop killer msm blast hashtag thursdaythoughts url
0,0.0,0.0,0.0,number framework master hashtag machinelearning url person
0,0.0,0.0,0.0,first ice cream sweet treat person hashtag boxerdog hashtag boxer hashtag dogsoftwitter hashtag dogslife hashtag icecream hashtag boxerworld hashtag boxersofinstagram hashtag puppy url
0,0.0,0.0,0.0,climate activist shut chase bank seattle person report url
1,1.0,0.0,0.0,lack free will unwillingness exercise functionally equivalent
1,0.0,1.0,1.0,story tear apart last person expect die childbirth url
0,0.0,0.0,0.0,norwegian government strongly oppose norw labour union decision hashtag boycott hashtag israel need more cooperation dialogue boycott url
0,0.0,0.0,0.0,hashtag sport hashtag fitness buy now number money ueasy knee pad breathable support crashproof antis url url
0,0.0,0.0,0.0,good start more information need support customer buy more healthy less unhealthy food supermarket url
0,0.0,0.0,0.0,deficiency mean native americans
1,1.0,1.0,1.0,want fight homelessness prevent displacement research san mateo county today url person
0,0.0,0.0,0.0,try time mean stop try
0,0.0,0.0,0.0,person person person person person person person person person person person person person person person person person person person person person person moreso first issue fail research more issue encompass afghanistan iraq situation onward
1,1.0,1.0,1.0,cycling safe infrastructure car dangerous hashtag bicycleequity let control narrative url
0,0.0,0.0,0.0,person person backporte vita resogun shit pretty inferior graphic low framerate game
0,0.0,0.0,0.0,new morning trump communication director mike dubke leave submit resignation letter person report url
0,0.0,0.0,0.0,accidental drowning rule missing woman death url url
1,1.0,0.0,0.0,person sharp increase report abuse traveller particularly non white cbp ice personnel url
0,0.0,0.0,0.0,crave sweet here perfect baked summer treat url hashtag bake hashtag recipe url
0,0.0,0.0,0.0,orrv more more support number look good emoticon emoticon emoticon emoticon number money owcp chro number money dewm sfor usrm number money frzt lgbs flpc icnb cbis number money
0,0.0,0.0,0.0,make great time quite stop refreshment real bathroom emoticon person person url
1,1.0,0.0,0.0,european market well investment us market analyst say url hashtag stock hashtag market url
0,0.0,0.0,0.0,person statement regard hashtag us president recent tweet violence hashtag mexico url
0,0.0,0.0,0.0,person african american republicans enough reason killing murder
0,0.0,0.0,0.0,person person person nabil sickos full stop prey white girl never hear christian groom gang preying muslim girl hashtag uk come
0,0.0,0.0,0.0,person person person person souless demon emoticon stop torture hashtag china hashtag stopyulinforever emoticon
0,0.0,0.0,0.0,leave toxic relationship surround urself people treat right want good beautiful recommend
1,0.0,0.0,1.0,rise bilingual hashtag sciencejournalism hashtag person person person person url
0,0.0,0.0,0.0,help emoticon rt project promote peace tolerance url hashtag donorschoose hashtag charity hashtag kidsdeserveit hashtag mindfulness
0,0.0,0.0,0.0,person know be many way promote game game idea just put steam probably bad
0,0.0,0.0,0.0,person person maybe mueller have hire only hrc donor repub donor refuse part number investigation still look scandal
1,1.0,1.0,1.0,stress worsen chemical harms pregnancy url
1,0.0,0.0,1.0,keep check late person article soon roundtable person landmark book hashtag mytwitteranniversary url url
1,1.0,1.0,1.0,study find increase patient engagement lower adverse event icu setting url hashtag ptsafety hashtag patientengagement
0,0.0,0.0,0.0,person person person person person person stop cruelty undecided r
0,0.0,0.0,0.0,wonderful wednesday lakeland village open wednesday number stop number ave use number number url
0,0.0,0.0,0.0,court stops illinois law force christian doctors pregnancy centers promote abortion person url
0,0.0,0.0,0.0,person person hashtag savesmackoutpack incomplete investigation support extermination hashtag savesmackoutpack url
0,0.0,0.0,0.0,so comic book cover version movie poster trend comic con complain url
0,0.0,0.0,0.0,masaki yoda number stop url hashtag hashtag japan hashtag information
0,0.0,0.0,0.0,person person hey kevin just clarify ring video recording accessible homeowner share local police immediately
0,0.0,0.0,0.0,no matter educate talented rich cool believe treat people ultimately tell
0,0.0,0.0,0.0,report box code number company service command terminate
0,0.0,0.0,0.0,wrong able eat as many gummy worm want seem par cure cancer moment url
0,0.0,0.0,0.0,result equal retention stop sell wrong thing discover more club industry show hashtag cishow url person
0,0.0,0.0,0.0,exclusive costa make number request leave hashtag cfc course last season report person url url
1,1.0,1.0,1.0,definition polycystic ovary syndrome harm woman url hashtag sciencepolicy
0,0.0,0.0,0.0,person now day many mature people treat idol issue as serious world war
0,0.0,0.0,0.0,person person north korea warn upcoming us south korea military exercise reckless behavior url
1,0.0,0.0,1.0,person wow lot cancer research support trump surprise
1,1.0,0.0,0.0,gratitude killer antidepressant
0,0.0,0.0,0.0,hashtag box office hit youths kids family audience full support hashtag hashtag url
0,0.0,0.0,0.0,debt too expensive person help debtor stop hashtag collection call hashtag free hashtag fintech hashtag startup hashtag miami url
0,0.0,0.0,0.0,remove statue fix society url
0,0.0,0.0,0.0,person alone rescue number people emergency system overwhelmed mark strassmann report now url
0,0.0,0.0,0.0,maintenance engineer deeside total staff hashtag defence hashtag job url
0,0.0,0.0,0.0,person life stop el gilipollas que amarga
0,0.0,0.0,0.0,person ul recommend publication emoticon straightforward base successful career solid leadership charisma
0,0.0,0.0,0.0,person good job tight stop look good now
0,0.0,0.0,0.0,option jenna round twist oral history book immediately url
1,0.0,1.0,1.0,post show real mistake count cellphone go hike url
0,0.0,0.0,0.0,disaster loom scheming remainers plot join force rival stop brexit url
0,0.0,0.0,0.0,stock usdjpy stumble north korean h bomb test threat reports url
0,0.0,0.0,0.0,us isolation bell curve international opinion asia times url
0,0.0,0.0,0.0,person person person haberman enable trump tweet writing fahrenthold report accuracy fact
1,0.0,0.0,1.0,science meaning imagination bring human back science url url
0,0.0,0.0,0.0,url flood support suspend wa reverend australian url
0,0.0,0.0,0.0,tom petty die cardiac arrest report url
0,0.0,0.0,0.0,person guy have stop point podio get way too unstable affect business
0,0.0,0.0,0.0,disabled car clear right shoulder hashtag chulavista nb h st stop go traffic back telegraph cyn hashtag sdtraffic
0,0.0,0.0,0.0,avaya help company deliver digital hashtag customerexperience integrated support hashtag mediachannel url url
0,0.0,0.0,0.0,hashtag dundee office support hashtag thebraeridingforthedisabled charity ball raise number see full film charity url
0,0.0,0.0,0.0,person hy release dance video wedding great superb dancer man act tooo good reply plxx
1,1.0,1.0,1.0,combination treatment target glucose advanced brain cancer show promise result url url
1,1.0,0.0,0.0,number percent americans support pathway citizenship have remove fear hashtag protectdreamers now hashtag axefiles
0,0.0,0.0,0.0,breaking person report iraqi govt force shia millitia move hashtag kirkuk
0,0.0,0.0,0.0,odd eye circle trick treat repack know
0,0.0,0.0,0.0,person take note us corps business do hey person good time stop advertise hate site hashtag alligatorbrewing
0,0.0,0.0,0.0,person hopefully typhoon prevent emoticon
1,1.0,0.0,0.0,export control exploit waassenaar signatory prevent catastrophic cyberwar hashtag ruxpanel
0,0.0,0.0,0.0,send theresa may lecture release brexit impact study government sit transparency eh hashtag highered url
1,1.0,1.0,1.0,scientist unlock mystery ebola use people immune defense cause infection hashtag scientist hashtag ebola hashtag defense url
0,0.0,0.0,0.0,yes people vote support talent only look url
1,1.0,1.0,1.0,develop country education strongly tie parent education more so developed world url url
0,0.0,0.0,0.0,person mmmmmhmmmm yeah ok sure well expect say yes collude trail lead number mueller comin
0,0.0,0.0,0.0,have bloody fun halloween courtesy chemistry url
1,1.0,1.0,1.0,scientist link pancreatic cancer survival number genes url
0,0.0,0.0,0.0,imgn immunogen report recent progress third quarter operating result stock news alerts app
0,0.0,0.0,0.0,top booster pickens tweet support gundy url
1,1.0,0.0,0.0,treat other reflect feel
0,0.0,0.0,0.0,url corey feldman report child abuse claim police long allege url
1,0.0,1.0,1.0,inclusion health address cause cause hashtag sdoh person url
0,0.0,0.0,0.0,trump trade fairness reciprocity stern warning cheaters url person
1,0.0,0.0,1.0,florence herbert irving give number money person person dramatically advance hashtag cancer research treatment build decade support person person url
1,1.0,1.0,1.0,optical sensor light particle dynamics ocean sarah lou carolin giering url hashtag marinebiology hashtag oceanography hashtag opticalsensor hashtag ocean hashtag climatechange
1,0.0,1.0,1.0,hashtag parkinson people biotech company acorda therapeutics yesterday announce halt new recruitment phase iii program drug tozadenant oral adenosine receptor antagonist url url
0,0.0,0.0,0.0,person omar seem idiot ignoran dude major turn off
0,0.0,0.0,0.0,see before production process general diode fast recover rectifier url
0,0.0,0.0,0.0,number way get rid muscle knots low url hashtag muscleknot hashtag backpain url
1,0.0,1.0,1.0,editorial overview hollow porous materials lithium ion battery anode manab kundu juniper online journal material science url
1,1.0,0.0,0.0,person go pay increase hashtag onhealth care require care number rise expect teenage marijuana intoxication pot legalization come effect colorado experience raise alarm hashtag onpoli afford ignore url
0,0.0,0.0,0.0,tired brooklyn transit hub finally get attention new york city official aim transform broadway junction pass through destination stop office store restaurant other amenity url
0,0.0,0.0,0.0,hashtag facebook report progress remove extremist content url url
1,1.0,1.0,1.0,delay hip fracture surgery day tie slightly high mortality risk url person url
0,0.0,0.0,0.0,period stop sentence
0,0.0,0.0,0.0,trump recognize hashtag jerusalem israel capital next week report url url rt december
1,1.0,0.0,0.0,suicide now third lead death african americans age
1,1.0,1.0,1.0,person hashtag opioid hashtag erectile dysfunction hashtag hypertension hashtag number common denominator see nitrogen narcosis url erectile dysfunction url url number drug multiple me use url url
1,1.0,1.0,1.0,arctic get warm twice as fast rest planet cause more drought california url url
1,1.0,1.0,1.0,october stem cell studies build momentum therapy age associated frailty miller school medicine university miami url person hashtag longevity hashtag antiage hashtag stemcell
1,0.0,0.0,1.0,forbidden word vulnerable entitlement diversity fetus evidence base science base url
0,0.0,0.0,0.0,person liberty interest family encompass interest retain custody number child thus state interfere parent custodial right absent due process protection langton maloney number f supp url url
1,1.0,1.0,1.0,smoke free law actually curb number lung cancer case url
0,0.0,0.0,0.0,democratic caucus hold presser show support mayor city council work remove confederate statue url
1,0.0,1.0,1.0,history imperfect child special issue person free article adhd world person url
0,0.0,0.0,0.0,person person person person person person person person person person person follow retweet support democrat candidate several special election come up hashtag flipitblue hashtag emoticon
0,0.0,0.0,0.0,former salesman accuse lie fbi irs agent robert degoria accuse try mislead investigator look ongoing lower southampton corruption probe url
0,0.0,0.0,0.0,congratulation person win tommrw work person person game premium match hashtag interested whatsapp retweet emoticon open report here
0,0.0,0.0,0.0,concept stop mean people reason
0,0.0,0.0,0.0,person proper training pleasure associate your
1,1.0,1.0,1.0,green manuring better soil physical condition akingbola oo dayo olagbende go agricultural research technology open access journal artoaj url url
0,0.0,0.0,0.0,radar update rain increase today tonight expect rainy breezy day thursday dry weekend hashtag wawx url
0,0.0,0.0,0.0,city design enable healthy lifestyle learn more number klcc hashtag hashtag hashtag person person person person online registration end january url url
0,0.0,0.0,0.0,yes yes yes emoticon emoticon emoticon promote araneta first number concert time breathe pause breathe hashtag jadinerevolution hashtag jadineloverules url
0,0.0,0.0,0.0,file under death url
0,0.0,0.0,0.0,number scientifically proven ways lose weight few week url
1,0.0,1.0,1.0,ottawa charter still important guide url url
1,1.0,1.0,1.0,gender discrimination science especially common url new person report show woman face more workplace hurdle stem job non stem job via person url
0,0.0,0.0,0.0,give coal very good chance continue extend exist life person watch emoticon have doubt intention turnbull govt dirty energy guarantee hashtag neg hashtag dirtyenergyguarantee url
0,0.0,0.0,0.0,fbi agent issue statement support fbi director url top number story web url
0,0.0,0.0,0.0,youtube tv now support select roku device url
0,0.0,0.0,0.0,quite ironic interference judicial process suppose reason maldives regime ousting nasheed coup hashtag maldivesincrisis
1,1.0,1.0,1.0,perhaps most madden be actually people know ecigarette as harmful cigarette nonetheless consider success url
0,0.0,0.0,0.0,epso honor guard conduct flag ceremony raise lower flag use detective flick service flag fly minute take ceremony begin pm today url
0,0.0,0.0,0.0,happy vday lover out there world run need more love so keep lovin
1,0.0,0.0,1.0,conference mental health nursing take place september manchester hashtag open submission deadline april url
0,0.0,0.0,0.0,person offer course high school student summer attribute person election whitelash motivate staunch white resistance even revenge racial equity url hashtag news
1,0.0,0.0,1.0,march person workshop human environment system bring together researcher present advance protect biodiversity control specie invasion create resilient ecosystem much more url url
0,0.0,0.0,0.0,fantastic entry school plate tectonic competition invergordon academy geography class emoticon teachers still have time enter receive free poster url hashtag platetecotnic hashtag teaching hashtag geography hashtag geology hashtag earth person url
0,0.0,0.0,0.0,new post rbml person madeline oral history collection url hashtag wrinkleintime
