# Preprocessed by saving the presence of each named entity as a feature
science_related,scientific_claim,scientific_reference,scientific_context,tokens,has_num,has_perc,has_url,has_emoji,has_mention,has_hash
1,1.0,1.0,1.0,brain extraordinarily good alert threat,0,0,1,0,0,0
1,1.0,1.0,1.0,woman feel temperature differently man woman feel temperature differently man,0,0,1,0,0,0
0,0.0,0.0,0.0,take constant break about day now stop pls,1,0,0,0,0,0
0,0.0,0.0,0.0,ariwinokur rate question google analytics gb space more,0,0,1,0,0,0
1,1.0,1.0,1.0,weed good bone yes stephanie pappas live science contributor,0,0,1,0,0,0
1,1.0,0.0,0.0,fart help reduce high blood pressure good health funny healthy physio hert,0,0,1,0,0,1
0,0.0,0.0,0.0,retweet know game fav join war search disciples need more consistent people,0,0,1,1,0,0
1,1.0,1.0,1.0,climatechange rise temp increase health risk several way climateaction,0,0,1,0,0,1
0,0.0,0.0,0.0,tell fulani settler stop intimidate terrorise indigenous nation,0,0,0,0,1,0
0,0.0,0.0,0.0,black man stop have sex black hooker,0,0,1,0,0,0
0,0.0,0.0,0.0,bill stop police cellphone intrusions pass legislature news la losangeles,0,0,1,0,0,1
0,0.0,0.0,0.0,video process hand make book old fashioned way lost magical art,0,0,1,0,0,0
1,0.0,1.0,1.0,understand public perception risk regard outdoor pet cat inform conservation action acceptedarticle,0,0,1,0,0,1
0,0.0,0.0,0.0,patient prolong undiagnosed medical condition sign national program seek answer rarepov,0,0,1,0,1,1
0,0.0,0.0,0.0,uk government act stop council divest israeli occupation bds armstrade,0,0,1,0,0,1
1,1.0,0.0,0.0,happy less sleep require function everyday life sadness increase urge sleep more,0,0,0,0,0,0
0,0.0,0.0,0.0,good point,1,0,1,0,1,0
0,0.0,0.0,0.0,alternative ways get menstrual pain relief,0,0,1,0,0,0
1,1.0,0.0,0.0,high school fact change people,0,0,0,0,0,0
0,0.0,0.0,0.0,lubicon cree nation turn solar power end fossil fuel nightmare please support coverage,0,0,1,0,1,0
0,0.0,0.0,0.0,interest somehow,0,0,0,0,1,1
0,0.0,0.0,0.0,tomato planting tips lead healthy tomato plant,0,0,1,0,0,0
0,0.0,0.0,0.0,support direct community learn stop destructive mining project oaxaca,0,0,1,0,0,0
0,0.0,0.0,0.0,norad blimp loose blimp associate norad surveillance east coast become untethere,0,0,1,0,0,0
0,0.0,0.0,0.0,samsung display technologies support vision affordable excellence high education,0,0,1,0,0,0
0,0.0,0.0,0.0,underwear stop fly,0,0,0,0,0,0
1,0.0,1.0,1.0,eurekamag development monozoic form echinococcus granulosus culture,0,0,1,0,0,1
0,0.0,0.0,0.0,hope ion get talk judge go look high hell,0,0,0,0,0,0
1,0.0,0.0,1.0,george boole boolean logic inventor b otd cork plaque,1,0,1,0,1,1
1,0.0,1.0,1.0,eurekamag culture schistosoma haematobium effect immune sera,0,0,1,0,0,1
0,0.0,0.0,0.0,always apply title make introduction good judgment good manner must,0,0,0,0,0,0
1,0.0,1.0,1.0,eurekamag consumption fate aflatoxin lactate cow,0,0,1,0,0,1
0,0.0,0.0,0.0,new habit start now change life join facebook group support,0,0,1,0,0,1
0,0.0,0.0,0.0,usb quick connect mini portable dr video recording camera,0,0,1,0,0,0
0,0.0,0.0,0.0,lebanon lufthansa cabin crew strike affect passenger via,1,0,1,0,1,1
0,0.0,0.0,0.0,want murder stop sidewalk cafe attend concert,0,0,0,0,1,0
0,0.0,0.0,0.0,live ticket pick many associate group,1,0,0,0,0,0
0,0.0,0.0,0.0,epilepsy vaccination m tvm find heart feel get well wish jeremey,1,0,1,1,1,0
1,0.0,1.0,1.0,ptsd twice likely for conscioushealthsolution health,0,0,1,0,0,1
0,0.0,0.0,0.0,accord delusional leftist academic interview good way stop isis terror ostracise muslims,1,0,0,0,1,0
1,1.0,1.0,1.0,study find less earth modern groundwater renewable human lifetime earth changes,1,0,1,0,0,0
0,0.0,0.0,0.0,attenborough solar energy undercut oil bang money,0,0,1,0,0,0
0,0.0,0.0,0.0,india stand chennai aap mla increase salary,0,0,0,0,0,1
0,0.0,0.0,0.0,honduran army go war invade bug,0,0,1,0,0,1
1,1.0,0.0,0.0,low sun angle reflective surface fresh snow slow melting process snowpack ndwx,0,0,1,0,0,1
0,0.0,0.0,0.0,so stripper just wait save stop stripper,0,0,0,0,0,0
1,1.0,1.0,1.0,climatechange affect food security,0,0,1,0,0,1
0,0.0,0.0,0.0,lady date busty gentleman wear manssiere titty support,0,0,0,0,0,0
0,0.0,0.0,0.0,cyberanonymous reuters armed man shoot pennsylvania walmart report m,0,0,1,0,0,0
1,0.0,0.0,1.0,video keith flaherty talk genetic cancer targetedtherapy clinicaltrial precision medicine,0,0,1,0,0,1
0,0.0,0.0,0.0,usafricabf notice paris teacher stab man yell support isis,0,0,1,0,0,1
0,0.0,0.0,0.0,stop life,0,0,0,1,1,0
1,1.0,1.0,1.0,speak galaxy milky way now visible soho lasco image,0,0,1,0,1,0
1,1.0,1.0,1.0,mactive study use personalized text pedometer smartphone increase physical activity activitytracker,0,0,1,0,0,1
0,0.0,0.0,0.0,good web hosting free domain free site builders free support day money back guarantee,1,0,1,0,0,0
0,0.0,0.0,0.0,good morning supporters follow support official bhc handle india must rt tweet plz,0,0,0,1,1,1
0,0.0,0.0,0.0,hello discover secret force enable person evolve superman check,0,0,1,0,1,0
1,1.0,0.0,0.0,proof gun bans increase murder rates,0,0,1,0,0,0
0,0.0,0.0,0.0,new edit wikipedia article spatial analysis,0,0,1,0,0,0
1,0.0,1.0,1.0,eurekamag thirteenth swedish weed conference,1,0,1,0,0,1
1,0.0,1.0,1.0,eurekamag thematic role aphasia conceptual knowledge linguistic assignment,0,0,1,0,0,1
1,0.0,1.0,1.0,bayes theorem big deal,0,0,1,0,0,0
1,1.0,1.0,1.0,upright position first stage labour reduce duration labour risk c section,0,0,1,0,0,0
1,1.0,0.0,0.0,hard work never fail start work stop complain work appreciate,0,0,0,1,0,0
1,1.0,1.0,1.0,eurekamag eclosion hormone release brain action central nervous system silk moth,0,0,1,0,0,1
1,0.0,1.0,1.0,eurekamag cucumber mosaic virus associate rna ii translation wheat germ protein synthesis system,1,0,1,0,0,1
1,1.0,0.0,0.0,severe fibromyalgia symptom link obesity weight gain,0,0,1,0,0,1
1,0.0,1.0,1.0,eurekamag chromosome relationship lolium festuca gramineae,0,0,1,0,0,1
1,0.0,1.0,1.0,eurekamag binding vitamin rat transcobalamin ii free vitamin plasma membrane isolate rat,0,0,1,0,0,1
0,0.0,0.0,0.0,big finish podcast big finish day part nicholas briggs report last weekend drwho doctorwho,1,0,1,0,0,1
0,0.0,0.0,0.0,people please just stop complain get life,0,0,0,1,0,0
1,1.0,0.0,0.0,know highbloodpressure cause erectiledysfunction menshealth,0,0,1,0,0,1
1,1.0,1.0,1.0,eurekamag influence dietary protein susceptibility alert downer syndrome,0,0,1,0,0,1
1,0.0,1.0,1.0,eurekamag translation long live messenger ribonucleic acid dry seed,0,0,1,0,0,1
0,0.0,0.0,0.0,maybe be romance begin just old friend hang,0,0,0,0,1,0
0,0.0,0.0,0.0,small tribe w big voice vows stop chinese oil drilling amazon keepitintheground,0,0,1,0,0,1
0,0.0,0.0,0.0,retweet support world vision education children,0,0,1,0,1,1
1,0.0,1.0,1.0,interesting work do boston identify way cancer develop beatcancer melanoma,0,0,1,0,0,1
0,0.0,0.0,0.0,excellent also recommend dishonest goldsmith g selgin,0,0,1,0,0,1
0,0.0,0.0,0.0,mesut özil reject new contract arsenal ready quit barcelona claim report spain,0,0,1,0,0,1
0,0.0,0.0,0.0,nfl salary cap expect increase at least,1,0,1,0,0,0
1,1.0,0.0,0.0,good pass often lead good shot extra pass often lead great shot selfless assist,0,0,0,0,0,1
0,0.0,0.0,0.0,last day vibe affect today come join journey moon back am,1,0,1,0,0,0
1,0.0,1.0,1.0,get extra day do your read susheila nasta intro late issue,0,0,1,0,0,0
1,0.0,1.0,1.0,put survivor life health risk say report return abuser,0,0,1,0,0,0
0,0.0,0.0,0.0,final years pg look career support summer,0,0,1,0,1,0
1,1.0,0.0,0.0,proper preparation prevent poor performance,0,0,0,0,0,0
1,0.0,1.0,1.0,magnetic resonance imaging finding giant cell arteritis oftalmologia,0,0,1,0,0,1
0,0.0,0.0,0.0,brief analysis change pickup price last year,1,0,1,0,0,0
0,0.0,0.0,0.0,scene almost guarantee cause acrophobia love film cliffhanger,0,0,1,0,0,1
0,0.0,0.0,0.0,vice always house big bruh run search guns n drugs mane shit fun,0,0,0,1,0,0
1,0.0,0.0,1.0,brexit implication life science,0,0,1,0,0,0
1,1.0,1.0,1.0,strawberry help prevent type diabetes say study,1,0,1,0,0,0
0,0.0,0.0,0.0,so mother tell girl study psychology happy meet talk psycho,0,0,0,0,0,0
0,0.0,0.0,0.0,scary horse dog win support wen beat hindus hindus find support wen beaten slaughter butcher dog,0,0,0,0,0,0
1,0.0,1.0,1.0,cga non specialist,0,0,1,0,1,1
0,0.0,0.0,0.0,bulk sms solution allow business communication mobile marketing,0,0,1,0,1,0
1,0.0,0.0,1.0,shape future science find april,1,0,1,0,1,0
1,0.0,1.0,1.0,mechanism metformin tale sites free,1,0,1,0,0,0
1,1.0,1.0,1.0,violence lead death americans yr old research youth violence prevention,1,0,1,0,1,0
0,0.0,0.0,0.0,sweep lead arrests foiled plot paris brussels connection najim laachraoui blow himsel,1,0,1,0,0,0
1,1.0,1.0,1.0,rare variant find raise hdl cholesterol increase risk coronary heart disease,0,0,1,0,1,0
0,0.0,0.0,0.0,nurse practitioner physician a newauburn wi get nephrology jobs nephrology job job,1,0,1,0,0,1
1,1.0,1.0,1.0,go vegetarian save life planet,0,0,1,0,0,0
1,1.0,1.0,1.0,nanotechnology new weapon fight cancer,0,0,1,0,0,0
0,0.0,0.0,0.0,listen gospel radio station couple hour confirmation bias so obvious,0,0,0,0,1,0
0,0.0,0.0,0.0,today city light civic centre clock tower blue support autism awareness learn more,1,0,1,0,0,0
1,0.0,1.0,1.0,ask giant bone crush weasel relative extinct thankfully,1,0,1,0,1,0
1,1.0,0.0,0.0,employment change life disability,0,0,1,0,0,0
1,1.0,0.0,0.0,benefit music stress relief boost immunity reduce heart disease enhance emotional strength boost self esteem,0,0,0,0,0,0
0,0.0,0.0,0.0,tired us politic too support true monster day reach stretch goal,1,0,1,0,0,0
0,0.0,0.0,0.0,devops engineer informationtechnology mclean rnjobs txjobs hire jobopening rtjobs apply,0,0,1,0,0,1
1,1.0,0.0,0.0,volume caps pills male sex enhancement increase semen massive load more libido bid now,0,0,1,0,0,0
1,1.0,1.0,1.0,small brain raven crow just as clever chimp,0,0,1,0,0,0
0,0.0,0.0,0.0,indian premier league beleaguer r ashwin find support spin legend muttiah muralitharan tough,1,0,1,0,0,0
0,0.0,0.0,0.0,pls rt support grandson vet friend certainly support specialneed child,0,0,1,0,0,1
0,0.0,0.0,0.0,bangladesh government enable extremism kingston whig standard,0,0,1,0,0,0
0,0.0,0.0,0.0,wardrobe malfunction lead embarrassing bare incident weekend ufc action,0,0,1,0,0,0
0,0.0,0.0,0.0,losangele step up adopt homeless shelter pets visit la county animal care center dogs cat,1,0,1,0,0,1
1,1.0,1.0,1.0,highway noise deter communication bird,0,0,1,0,0,0
1,1.0,1.0,1.0,woman worried man do same job high pay accord report,0,0,1,0,1,0
0,0.0,0.0,0.0,antique rooster trade sign door stop original paint embossed work,1,0,1,0,0,0
0,0.0,0.0,0.0,yeah awesome guarantee win player play bad affect rest,1,0,0,0,1,0
0,0.0,0.0,0.0,only true love first sight love deen love because allah god,0,0,0,0,0,0
1,1.0,0.0,1.0,accord study man feel decrease sexual attraction scent tear,1,0,0,0,0,0
0,0.0,0.0,0.0,let stop texte people back,0,0,0,1,0,0
0,0.0,0.0,0.0,dove stop torture animal plz sign,0,0,1,0,1,0
0,0.0,0.0,0.0,target end product root penalise rest continue,0,0,0,0,1,0
1,0.0,1.0,1.0,strange familiar forgotten fascinating read consciousness memory sense self arise m,0,0,1,0,0,0
0,0.0,0.0,0.0,buhari year apc legal adviser say party stop undemocratic practices,1,0,1,0,0,0
0,0.0,0.0,0.0,pony choke frothing beat overworked overload awareness need raise stop suffering,0,0,1,0,0,0
0,0.0,0.0,0.0,want reevaluate expensive private school education too apparently bit light english research,0,0,1,0,0,0
0,0.0,0.0,0.0,husband die soon care leave wreck,0,0,1,0,0,0
0,0.0,0.0,0.0,competition treat,0,0,0,1,1,1
1,1.0,1.0,1.0,renewableenergy surge record level world,0,0,1,0,0,1
0,0.0,0.0,0.0,point now understand plant temperament vulnerable also strong become precision agtech,0,0,0,0,0,1
0,0.0,0.0,0.0,rotiboy bakeryshop low ground rotiboy bakery bakeshop promo onebelpark,0,0,1,0,1,1
0,0.0,0.0,0.0,use code noguns tea sale go prevent gun violence promote guncontrolnow,1,0,1,0,0,1
1,0.0,0.0,1.0,war science win greg laden blog thinker writer ind science ntld,0,0,1,0,0,1
0,0.0,0.0,0.0,junior devops engineer job jobsearch new york ny new york interested join late sta,0,0,1,0,0,1
0,0.0,0.0,0.0,halo war have mouse support xbox,1,0,1,0,0,0
1,1.0,1.0,1.0,topical application antiretroviral drug combination prevent transmission,0,0,1,0,0,0
0,0.0,0.0,0.0,tweetsheet petitions part support fight slaughter southkorea,1,0,1,1,0,1
0,0.0,0.0,0.0,sale support artist please read just card campaign matter so much,0,0,1,0,1,0
0,0.0,0.0,0.0,somalia army reports killing al shabab militant,1,0,1,0,0,0
1,0.0,1.0,1.0,state become leader manage revenue volatility,1,0,1,0,0,0
0,0.0,0.0,0.0,rouge bat second reason furrie thing next lola bunny animal version morrigan aensland,1,0,1,0,0,0
0,0.0,0.0,0.0,met unlikely trade shortstop prospect amed rosario year deadline report marc carig newsday,0,0,0,0,0,1
0,0.0,0.0,0.0,edmonton city councillor support basement suite duplex infill home,0,0,1,0,0,0
0,0.0,0.0,0.0,islam isis muslim obamas brotherhood treat woman take country,1,0,1,0,1,0
0,0.0,0.0,0.0,need oral history laker let get away,0,0,0,0,1,0
0,0.0,0.0,0.0,asymmetrical matter science,0,0,1,0,0,1
0,0.0,0.0,0.0,bizarre may become pm say tory mp member corbyn un electable pm widespread support member,0,0,0,0,0,1
0,0.0,0.0,0.0,ran propane halfway grilling horror story,0,0,0,0,0,0
0,0.0,0.0,0.0,concrete ark house float facilitate natural rainwater runoff greenclean,0,0,1,0,0,1
1,1.0,0.0,0.0,q connection shellfish allergy iodine wilderness medical associates international,0,0,1,0,0,0
0,0.0,0.0,0.0,montgomery commander allied ground force d day probably like know nato support ukraine nazis,0,0,1,0,0,0
0,0.0,0.0,0.0,art hand never execute high heart inspire waldo emerson,0,0,0,0,0,0
0,0.0,0.0,0.0,promocave book news update amy schumer stop naperville book tour g book,0,0,1,0,0,1
0,0.0,0.0,0.0,chaotic tour end cancellation cap nightmare tour united report,0,0,1,0,1,0
1,1.0,0.0,0.0,adverse effects marijuana cannabis seeds sale grow cannabis indoor,0,0,1,0,0,1
1,0.0,1.0,1.0,incredible brain simone biles,0,0,1,0,0,0
1,1.0,0.0,1.0,sars china help ramp us medical intelligence program,0,0,1,0,0,0
0,0.0,0.0,0.0,tennis support theory though murray carry nation here,0,0,1,0,0,0
1,1.0,0.0,0.0,read facebook comment minute scientifically prove drop iq more,1,0,0,0,0,0
1,1.0,0.0,0.0,change essential growth leadership holy spirit become,0,0,1,0,0,0
0,0.0,0.0,0.0,arianne phosphate report corporate financial result second quarter investorsbuz rt,1,0,1,0,0,1
0,0.0,0.0,0.0,hilarious article base scary,0,0,1,0,0,0
1,1.0,0.0,0.0,technology stop snore forever,0,0,1,0,0,0
0,0.0,0.0,0.0,only people stop interfere other people business,0,0,0,1,0,0
0,0.0,0.0,0.0,submit google classroom save drive hw edmodo note google classroom go google docs,0,0,1,0,0,0
0,0.0,0.0,0.0,suggestion order cake reason next year so learn celebrate pie,1,0,1,0,0,0
1,0.0,1.0,1.0,danish datum fantastic australian collaborator look traumatic non traumatic neck pain,0,0,1,0,0,0
0,0.0,0.0,0.0,roller coaster stops bethany cancer journey relationship enovaaw kindleunl,0,0,1,0,0,1
0,0.0,0.0,0.0,firmware update bring hdr support,0,0,1,0,0,0
0,0.0,0.0,0.0,smoking adolescence multiple decade seem problem,0,0,0,0,1,0
0,0.0,0.0,0.0,so hence prove review stop good movie irumugan inkokkadu chiyaan,0,0,0,0,0,1
0,0.0,0.0,0.0,denial high blood sugar please jan get help,0,0,0,0,1,0
0,0.0,0.0,0.0,d have get score stop,1,0,0,0,1,0
0,0.0,0.0,0.0,nbc matter people like damn already lester need get debate stop wallflower,0,0,0,0,0,0
0,0.0,0.0,0.0,break news snake stop bullet train,0,0,1,0,0,0
0,0.0,0.0,0.0,umpquacares campaign promote act kindness year shoot katu kindness,0,0,1,0,0,1
0,0.0,0.0,0.0,today woman spend enough time money fret pointlessly random body part brow health,0,0,1,0,0,0
0,0.0,0.0,0.0,breaking gas leak lead explosion northern new jersey,0,0,1,0,0,1
0,0.0,0.0,0.0,amazon ecs now support automate task image cleanup,0,0,1,0,0,0
1,1.0,0.0,0.0,cool therapy help cardiac arrest patients,0,0,1,0,0,0
0,0.0,0.0,0.0,company move scottsdale affect employee,1,0,1,0,0,0
0,0.0,0.0,0.0,trading beginner expert support link,0,0,0,0,1,0
1,0.0,1.0,1.0,empower peace service provision state legitimacy nepal peace building process,0,0,1,0,0,1
0,0.0,0.0,0.0,lead ios engineer jobs santa monica ca santamonica ca job jobsearch,0,0,1,0,0,1
0,0.0,0.0,0.0,october wear jean support pediatric patient interest call,1,0,1,0,1,0
0,0.0,0.0,0.0,instead blabbering arnab ask modi ban import china support pak just antinational whytalktopak,0,0,0,0,0,1
0,0.0,0.0,0.0,hillarybecause racist cop use force stop violent thug rape murder,0,0,0,0,0,1
0,0.0,0.0,0.0,inkigayo start about min please play word m v increase count last minute sechskie,1,0,1,0,0,1
0,0.0,0.0,0.0,find sunscreen strong enough prevent bust flame outside everydayvampireproblem,0,0,0,0,0,1
0,0.0,0.0,0.0,release dynamic content ad standard aim increase relevancy ad deliver consumer,0,0,1,0,0,0
0,0.0,0.0,0.0,creative way increase success rate cold calling yoram,0,0,1,0,0,0
0,0.0,0.0,0.0,prolab recruit optical networking role uk us optical career,0,0,1,0,0,1
1,1.0,0.0,0.0,matt ridley climate policy do more harm good,0,0,1,0,0,0
0,0.0,0.0,0.0,sometimes pray patient go long way add feeling support healthxph,0,0,1,0,0,1
0,0.0,0.0,0.0,muslims insult call ignorant pain inflict ignorant do knowingly,0,0,1,0,0,0
0,0.0,0.0,0.0,devil tweets cory make huge stop remain regulation tblvsnjd nhl,1,0,1,0,0,1
1,1.0,0.0,0.0,number lie tell man decrease significantly woman stop ask question,0,0,0,0,0,0
1,1.0,1.0,1.0,sepsis complication infection deadly report more here,0,0,1,0,1,1
1,1.0,1.0,1.0,collaborative care support planning key approach respond people multimorbidity,0,0,1,0,1,0
1,1.0,1.0,1.0,rt bbcsciencenews database help plant right tree right place,0,0,1,0,0,0
0,0.0,0.0,0.0,canada deeply sadden step take withdraw court encourage african voice speak support icc,0,0,0,0,0,1
0,0.0,0.0,0.0,so launch stinging attack john mcdonnell say labour accept brexit trade union support crew,0,0,0,0,1,0
0,0.0,0.0,0.0,open graffiti request iphone intersection franklin st market st,0,0,1,0,0,0
0,0.0,0.0,0.0,dude defense running prevent again play sideline keep get outta bound stop clock,0,0,0,0,0,0
0,0.0,0.0,0.0,only day off week brave cold stay day relax have ice cream treat,0,0,0,0,0,0
0,0.0,0.0,0.0,technique agent use get real estate lead total luxury dream home reality didi,1,0,1,0,0,1
0,0.0,0.0,0.0,let us join mind stop spread hiv world worldaids tikambe,0,0,0,0,0,1
1,1.0,0.0,0.0,indian real estate see increase mn unit city next year,1,0,1,0,0,0
1,1.0,0.0,0.0,way subscription box service increase customer retention,1,0,1,0,0,0
1,1.0,0.0,0.0,so israels reason attack murder destruction palestinian people simply hate ethnic cleansing,1,0,1,0,0,0
1,0.0,1.0,1.0,,0,0,1,0,0,0
1,0.0,1.0,1.0,satellite tell animal fare change climate climatechange biodiversity,0,0,1,0,1,1
0,0.0,0.0,0.0,department transportation proposes mandatory talk car technology prevent c,0,0,1,0,0,0
0,0.0,0.0,0.0,thursdaythoughts liberals need stop cry baby spoiled brat comedy grow,0,0,1,0,0,1
1,0.0,1.0,1.0,engineering rice waste less fertilizer,0,0,1,0,0,0
1,1.0,0.0,0.0,rt healingmb stress stretching reduce stress increase circulation reduce pain healing yoga,0,0,1,0,0,1
0,0.0,0.0,0.0,forex dollar broadly low fed meeting minute,0,0,1,0,0,1
0,0.0,0.0,0.0,volunteer come punjab movement support aap hat love punjab,0,0,1,0,1,0
1,1.0,0.0,0.0,pain change people,0,0,0,0,0,0
0,0.0,0.0,0.0,world tour make pit stop chicago write,0,0,1,0,1,0
1,1.0,0.0,0.0,happy less sleep require function everyday life sadness increase urge sleep more,0,0,0,0,0,0
1,1.0,1.0,1.0,harvard research estimate aca repeal cause people die year otherwise live,1,0,1,0,0,1
1,1.0,0.0,0.0,conservative know legally take abortion go actually stop people get abortion,0,0,0,0,0,0
0,0.0,0.0,0.0,international student come meet international student support team thursday quiz scottish food meet new people,0,0,1,0,1,0
1,0.0,1.0,1.0,china struggle top andrew nathan new york review books,1,0,1,0,0,0
0,0.0,0.0,0.0,apple reports record first quarter result,0,0,1,0,0,0
0,0.0,0.0,0.0,cownose ray beat bats suffocated fishermen stop slaughter,0,0,1,0,1,0
0,0.0,0.0,0.0,good then spare pile irrelevant research,0,0,0,0,1,0
0,0.0,0.0,0.0,fedex stop transport dolphin air carrier dolphin trade die,1,0,1,0,0,1
0,0.0,0.0,0.0,japan new regulations affect bitcoin exchange japan recently overtake us china bitcoin,0,0,1,0,0,1
1,0.0,1.0,1.0,prnewswire additional result pivotal ra beam study publish new england,0,0,1,0,0,1
0,0.0,0.0,0.0,obviously ask recommendation lead future bill legilslation do,0,0,0,0,1,1
0,0.0,0.0,0.0,poll support marijuana grow weed texas warondrug,0,0,1,0,0,1
0,0.0,0.0,0.0,late times report call trump team russia,0,0,1,0,0,0
1,1.0,1.0,1.0,innovation infection control mathematics support new way classify virus base structure,0,0,1,0,0,0
0,0.0,0.0,0.0,carpet amazing great support british industry,0,0,0,0,1,0
0,0.0,0.0,0.0,stop false name call debate rationally instead play card,0,0,0,0,1,0
0,0.0,0.0,0.0,please give ff work child young people family promote healthy lifestyle,1,0,1,0,1,1
1,1.0,1.0,1.0,future medical perspective gut bacteria revolutionise medicine,0,0,1,0,1,1
0,0.0,0.0,0.0,train always stop track morning people have place,1,0,0,1,0,0
1,1.0,0.0,0.0,rapidketosis premium exogenous ketone supplement weight loss never easy prepare food,1,0,1,0,0,1
0,0.0,0.0,0.0,trump promise large military buildup ever increase obama budget barely buildup let alone large,1,0,0,0,0,0
1,1.0,0.0,0.0,fear illness poverty national disgrace also cause huge number live perpetual state stress,0,0,0,0,0,0
0,0.0,0.0,0.0,ugh really mezzo drama root always same really grow at all yeah pythag arc pls,0,0,0,0,1,0
0,0.0,0.0,0.0,papehal congrat spm candidate tak kisah la dapat result macam mana pun keep move success stop here,0,0,0,0,0,0
0,0.0,0.0,0.0,hundred people out today support proud represent borough,0,0,1,0,1,0
0,0.0,0.0,0.0,doj announce file federal corruption charge philadelphia da afternoon inquirer report,0,0,1,0,0,0
0,0.0,0.0,0.0,know offer residentially base masters program learn more here g,0,0,1,0,0,0
1,1.0,1.0,1.0,methane hydrate killer earth great mass extinction warn elsevi malicious company,0,0,1,0,0,1
0,0.0,0.0,0.0,police band together show support officer charge abdi death ottnews ottawa,0,0,1,0,0,1
1,0.0,1.0,1.0,power science amazing,0,0,1,0,0,0
1,1.0,1.0,1.0,feminism get close neoliberalism capitalism today nanette funk challenge nancy fraser,0,0,1,0,0,1
0,0.0,0.0,0.0,california take step protect stanislaus tuolumne merced low san joaquin rivers,0,0,1,0,0,0
0,0.0,0.0,0.0,report passenger remove flight replace united airlines staff,0,0,1,0,1,0
0,0.0,0.0,0.0,correction stupid people vt support trump clinton get trump get utterly embarrassing vote most vters smart,1,0,0,0,1,1
1,1.0,0.0,0.0,myth warm increase vertical jump true false nba see,0,0,1,0,0,1
0,0.0,0.0,0.0,goper sign dems get dem support just smart politic minority party get thing do more bipartisan,0,0,1,0,0,0
1,1.0,0.0,0.0,seek perfection trading lead massive loss,0,0,1,0,0,0
1,1.0,0.0,0.0,student athlete different specie,0,0,1,0,0,0
0,0.0,0.0,0.0,go economist,0,0,0,0,0,0
0,0.0,0.0,0.0,remember lib attack conceal carry stance right again man stop killer msm blast thursdaythoughts g,0,0,1,0,1,1
0,0.0,0.0,0.0,framework master machinelearning,1,0,1,0,1,1
0,0.0,0.0,0.0,first ice cream sweet treat boxerdog boxer dogsoftwitter dogslife icecream boxerworld boxersofinstagram puppy,0,0,1,0,1,1
0,0.0,0.0,0.0,climate activist shut chase bank seattle report,0,0,1,0,1,0
1,1.0,0.0,0.0,lack free will unwillingness exercise functionally equivalent,0,0,0,0,0,0
1,0.0,1.0,1.0,story tear apart last person expect die childbirth,0,0,1,0,0,0
0,0.0,0.0,0.0,norwegian government strongly oppose norw labour union decision boycott israel need more cooperation dialogue boycott,0,0,1,0,0,1
0,0.0,0.0,0.0,sport fitness buy now ueasy knee pad breathable support crashproof antis,1,0,1,0,0,1
0,0.0,0.0,0.0,good start more information need support customer buy more healthy less unhealthy food supermarket,0,0,1,0,0,0
0,0.0,0.0,0.0,deficiency mean native americans,0,0,0,0,0,0
1,1.0,1.0,1.0,want fight homelessness prevent displacement research san mateo county today,0,0,1,0,1,0
0,0.0,0.0,0.0,try time mean stop try,0,0,0,0,0,0
0,0.0,0.0,0.0,moreso first issue fail research more issue encompass afghanistan iraq situation onward,1,0,0,0,1,0
1,1.0,1.0,1.0,cycling safe infrastructure car dangerous bicycleequity let control narrative,0,0,1,0,0,1
0,0.0,0.0,0.0,backporte vita resogun shit pretty inferior graphic low framerate game,0,0,0,0,1,0
0,0.0,0.0,0.0,new morning trump communication director mike dubke leave submit resignation letter report,0,0,1,0,1,0
0,0.0,0.0,0.0,accidental drowning rule missing woman death,0,0,1,0,0,0
1,1.0,0.0,0.0,sharp increase report abuse traveller particularly non white cbp ice personnel,0,0,1,0,1,0
0,0.0,0.0,0.0,crave sweet here perfect baked summer treat bake recipe,0,0,1,0,0,1
0,0.0,0.0,0.0,orrv more more support look good dolv owcp chro mmex dewm sfor usrm svte frzt lgbs flpc icnb cbis siri,1,0,0,1,0,0
0,0.0,0.0,0.0,make great time quite stop refreshment real bathroom,0,0,1,1,1,0
1,1.0,0.0,0.0,european market well investment us market analyst say stock market,0,0,1,0,0,1
0,0.0,0.0,0.0,statement regard us president recent tweet violence mexico,0,0,1,0,0,1
0,0.0,0.0,0.0,african american republicans enough reason killing murder,0,0,0,0,1,0
0,0.0,0.0,0.0,nabil sickos full stop prey white girl never hear christian groom gang preying muslim girl uk come,0,0,0,0,1,1
0,0.0,0.0,0.0,souless demon stop torture china stopyulinforever,0,0,0,1,1,1
0,0.0,0.0,0.0,leave toxic relationship surround urself people treat right want good beautiful recommend,1,0,0,0,0,0
1,0.0,0.0,1.0,rise bilingual sciencejournalism,0,0,1,0,1,1
0,0.0,0.0,0.0,help rt project promote peace tolerance donorschoose charity kidsdeserveit mindfulness,0,0,1,1,0,1
0,0.0,0.0,0.0,know be many way promote game game idea just put steam probably bad,0,0,0,0,1,0
0,0.0,0.0,0.0,maybe mueller have hire only hrc donor repub donor refuse part sided investigation still look scandal,1,0,0,0,1,0
1,1.0,1.0,1.0,stress worsen chemical harms pregnancy,0,0,1,0,0,0
1,0.0,0.0,1.0,keep check late article soon roundtable landmark,1,0,1,0,1,0
1,1.0,1.0,1.0,study find increase patient engagement lower adverse event icu setting ptsafety patientengagement,0,0,1,0,0,1
